album_name,album_type,artist,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
Songs for Survivors,studio,Graham Nash,30-Jul-02,44:02:00,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Blizzard of Lies,Graham Nash,,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Target,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Fire Down Below,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",This Path Tonight,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Back Home,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Myself at Last,,,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Beneath the Waves,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Encore,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Another Broken Heart,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Cracks in the City,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,studio,Graham Nash,15-Apr-16,41:43:00,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Golden Days,"Shane Fontayne, Graham Nash",,,,
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,And So It Goes,Graham Nash,Pop/Rock,Contemporary Pop/Rock,"Restrained, Yearning",In Love
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,You'll Never Be the Same,Graham Nash,Country,,"Romantic, Yearning","In Love, Jealousy"
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Grave Concern,Graham Nash,Pop/Rock,Contemporary Pop/Rock,"Lively, Optimistic",
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Oh! Camil (The Winter Soldier),Graham Nash,,,,
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Wild Tales,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Rousing,In Love
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Hey You (Looking at the Moon),Graham Nash,,,,
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,I Miss You,Graham Nash,Pop/Rock,Singer/Songwriter,"Dreamy, Sad, Sentimental, Yearning","In Love, Reminiscing"
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,On the Line,Graham Nash,Pop/Rock,Contemporary Pop/Rock,"Lively, Yearning","Jealousy, Politics/Society"
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Prison Song,Graham Nash,Pop/Rock,Singer/Songwriter,"Sad, Yearning",Politics/Society
Wild Tales,studio,Graham Nash,1973,31:16:00,Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Rudy Records, San Francisco, CA",,"Yearning, Lonely",,Another Sleep Song,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,"In Love, Motivation"
