album_name,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Half Your Angels,Graham Nash,Pop/Rock,"Adult Contemporary, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental, Yearning",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Shining On Your Dreams,"Russ Kunkel, Graham Nash",,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Live On (The Wall),"Patrick Flannery, Graham Nash, Steve Plunkett, Spencer Proffer",,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Michael (Hedges Here),Graham Nash,,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Charlie,"David Crosby, Dean Parks",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Samurai,David Crosby,"Folk, International, Pop/Rock","Folk-Pop, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,I Surrender,Marc Cohn,,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,My Country Tis Of Thee,Traditional,,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,They Want It All,David Crosby,Pop/Rock,"Adult Contemporary, Contemporary Pop/Rock, Singer/Songwriter",Lively,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Penguin In A Palm Tree,Graham Nash,Pop/Rock,"Adult Contemporary, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Through Here Quite Often,"David Crosby, Dean Parks",,,,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Luck Dragon,"David Crosby, James Raymond",Pop/Rock,"Adult Contemporary, Singer/Songwriter",Dreamy,
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Milky Way Tonight,Graham Nash,"Country, Folk, Pop/Rock","Adult Contemporary, Folk-Pop, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Grace,James Raymond,Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Sentimental",
Crosby & Nash,"August 10, 2004",01:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA","August 10, 2004","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,How Does It Shine,David Crosby,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Taken at All,"David Crosby, Graham Nash",,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",J.B.'s Blues,Graham Nash,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Foolish Man,David Crosby,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Time After Time,David Crosby,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Out of the Darkness,"David Crosby, Craig Doerge, Graham Nash",,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Broken Bird,"David Crosby, Graham Nash",,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Marguerita,Graham Nash,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Spotlight,"Danny Kortchmar, Graham Nash",,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Dancer,David Crosby,,,,
Whistling Down the Wire,"June, 1976",36:36,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mutiny,Graham Nash,R&B,Funk,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Where Loves Lies Tonight,"Graham Nash, Joe Vitale",,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Nothing in the World,Graham Nash,,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Pavanne,"Linda Thompson, Richard Thompson",,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Liar's Nightmare,"Graham Nash, Jean Ritchie",,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Come With Me,Graham Nash,,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,I'll Be There For You,"Doug Ingoldsby, Graham Nash, Joe Vitale",,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,The Chelsea Hotel,Graham Nash,,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Dirty Little Secret,"Russ Kunkel, Graham Nash",,,,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Lost Another One,Graham Nash,,,Sentimental,
Songs for Survivors,"July 30, 2002",44:02,Pop/Rock,Contemporary Singer/Songwriter,"O'Henry Studios, Burbank, CA","October 2, 2000 - October 13, 2000",,,Blizzard of Lies,Graham Nash,,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Target,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Fire Down Below,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",This Path Tonight,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Back Home,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Myself at Last,,,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Beneath the Waves,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Encore,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Another Broken Heart,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Cracks in the City,"Shane Fontayne, Graham Nash",,,,
This Path Tonight,"April 15, 2016",41:43,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter",,,"Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",Golden Days,"Shane Fontayne, Graham Nash",,,,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Low Down Payment,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Cowboy of Dreams,Graham Nash,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",To The Last Whale: Critical Mass/Wind On The Water,"David Crosby, Graham Nash",Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Take the Money and Run,Graham Nash,,"Album Rock, Contemporary Pop/Rock","Brooding, Elegant",
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Fieldworker,Graham Nash,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Organic, Rebellious",
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Carry Me,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,"Feeling Blue, Loss/Grief"
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Love Work Out,Graham Nash,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock, Rock & Roll",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Bittersweet,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Homeward Through the Haze,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Organic, Yearning","Feeling Blue, Loss/Grief"
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Naked in the Rain,"David Crosby, Graham Nash",Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,"September 15, 1975",40:57,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mama Lion,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Golden Idols,Graham Nash,,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Theme From Pastoral,Alan Price,,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Buddy's Back,Graham Nash,,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",In a Dream,"Graham Nash, Alan Price",,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",It Feels Like Home,"Graham Nash, Joe Vitale",,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Follow Your Heart,Graham Nash,,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Right Now,Graham Nash,,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",When It Comes to You,"Todd Caldwell, Graham Nash",,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Stand Up,Graham Nash,,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",Love of Mine,Graham Nash,,,,
Now,"May 19, 2023",38:38,Pop/Rock,"Country-Rock, Singer/Songwriter, Soft Rock, Folk-Rock, British Invasion",Brooklyn Recording,,"Laid-Back/Mellow, Calm/Peaceful, Melodic, Organic, Smooth, Warm, Yearning, Agreeable, Dreamy, Exploratory, Gentle, Lonely, Poetic, Sentimental, Strong, Confessional, Flowing, Intimate, Nostalgic, Pastoral, Reassuring/Consoling, Soothing, Springlike","Relationships, Introspection, Sunday Afternoon, Affection/Fondness, Reflection, Relaxation, Sweet Dreams, Daydreaming, At the Office",I Watched It All Come Down,Graham Nash,,,,
